"","Fold.change","Gene"
"897",2.34689811195716,"ADAMTS7"
"898",0.995218559082312,"LMAN2"
"899",0.608900852103554,"TRIM47"
"900",1.27292585878469,"TMEM86A"
"902",0.609481048768334,"COL16A1"
"903",1.78221980825007,"SKA3"
"906",0.697119777816547,"B4GALT6"
"909",1.10778571658544,"TMCC2"
"914",2.22492956828264,"COL6A6"
"915",2.01697075209868,"SLC2A5"
"918",0.665509833548379,"PPP1R35"
"923",0.792622294374416,"ARAP3"
"924",0.740469585047054,"MCF2L"
"928",1.70974353252715,"ACOX2"
"929",2.36066551453651,"DLL4"
"933",1.27001748613629,"MXRA8"
"934",2.16695499267826,"RRM2"
"940",0.802660486594781,"FAM90A1"
"942",0.7880079753869,"P2RY14"
"944",1.55172296169802,"HAS2"
"946",0.61087073533305,"C19orf40"
"947",1.70015677889182,"CNTFR"
"952",1.22454641919738,"MEOX2"
"954",0.713170805570067,"AC007952.6"
"955",1.06310592040774,"ASIP"
"964",2.17342611988102,"SHC3"
"965",3.32054105472198,"LGI2"
"967",1.4904669907531,"PMEPA1"
"971",2.12941529754599,"CD37"
"972",1.50047717006785,"FXYD5"
"974",3.44710555004385,"SLC47A2"
"975",1.88531506905699,"MISP"
"976",1.15518588903369,"BMX"
"977",0.983161776004295,"NDUFA4"
"981",0.640077040749512,"MAN1B1"
"983",1.6112141999366,"VWA7"
"984",0.683884683763065,"PRKCSH"
"985",0.618120679243248,"EIF3B"
"988",3.8100222906739,"IGFN1"
"992",3.28165096409229,"VSIG1"
"994",1.77423573414518,"SUCLG1"
"997",1.3007569060402,"SH3RF2"
"998",1.4568827223231,"LRMP"
"1004",1.78426892507314,"DUSP4"
"1005",2.39995037715862,"ADSSL1"
"1009",0.816708000683912,"ATP5B"
"1010",1.08381070508708,"TLE4"
"1011",2.08988464500597,"PRDM1"
"1012",1.77193359857545,"CLEC18A"
"1013",1.1386682943312,"CPVL"
"1014",0.886274893187347,"CST5"
"1018",1.89661002450725,"VSIG4"
"1020",0.998580897423127,"GDPD4"
"1021",5.17998007001406,"SERPINA5"
"1022",3.90569655867639,"C1orf222"
"1025",3.78564027160825,"SCARB1"
"1026",0.925989439941247,"SULF1"
"1029",2.56777611454953,"GAS1"
"1031",3.68601360766228,"AMZ1"
"1032",0.662825670131504,"HBB"
"1033",0.719128385404377,"TNFRSF10D"
"1037",0.952800545692966,"GNB5"
"1040",0.676862372029342,"UBP1"
"1047",1.21985783965842,"CTC-479C5.12"
"1048",1.30022671588034,"KCNAB1"
"1049",1.39579044753032,"EXOC3L4"
"1055",0.611612240726597,"KCTD12"
"1058",4.53771285842941,"RP11-366L20.2"
"1059",0.641238692661215,"INSIG1"
"1062",1.11759512931166,"STEAP3"
"1063",5.33786824781659,"NPTX2"
"1064",5.35018057067482,"NELL1"
"1068",1.6072759139566,"DAZ1"
"1069",0.792563876929325,"RNASEH2A"
"1073",0.608532097310105,"STXBP6"
"1074",0.642264056880436,"ACOXL"
"1076",1.83716302609672,"ADRA2C"
"1081",3.50228319670852,"SCNN1A"
"1085",0.705987875875479,"RHOD"
"1087",0.889377644579072,"FH"
"1088",4.34986290078581,"SFRP1"
"1094",0.727650092374477,"TLR1"
"1097",1.99371515983073,"VCAN"
"1103",0.883943328852757,"SH3GL1"
"1104",2.44503550017204,"ATG9B"
"1105",1.1399729358965,"C9orf96"
"1112",1.40204444415507,"ZYG11A"
"1113",0.763049624314493,"KIAA1524"
"1114",1.59057270976112,"RNF182"
"1115",0.691021810522284,"ZNF814"
"1116",1.32975921455805,"AGAP2-AS1"
"1119",1.33137277952332,"TIMD4"
"1121",1.08456351933172,"THBS2"
"1123",0.845679790743151,"MRPL19"
"1124",0.798720320262045,"NUP62CL"
"1127",1.05452768716764,"WDR13"
"1132",0.730542519053567,"ADORA2B"
"1133",0.987389129777217,"C17orf64"
"1139",2.94022598696528,"SLC29A2"
"1141",0.921786966169432,"CYTIP"
"1142",0.701297115428743,"SLC19A3"
"1143",1.18497858630106,"CAMP"
"1145",0.687260707912921,"TSPAN1"
"1147",2.2258603777194,"SDR16C5"
"1150",0.644940718158102,"MEOX1"
"1151",0.595996151262518,"CLIP4"
"1153",4.43574701016336,"MFSD6L"
"1157",0.855742004969859,"SAMD9L"
"1160",3.01256348490472,"FREM1"
"1162",1.33346388113408,"CCL3L3"
"1163",1.94446471108861,"ABCG8"
"1164",0.805349673579265,"THOC6"
"1167",3.18120123297384,"SIGLEC10"
"1168",0.799565474735921,"GGTLC1"
"1169",1.22341902306299,"FILIP1"
"1170",1.78193087704706,"TDGF1"
"1173",2.3774616705877,"FBP1"
